ProjectName,LayerCategory,CategoryID,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType,LocationSeq,IsPrimary,ParcelID
"Development Order - Spring Run Clubhouse Expansion (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Applicant requests, expansion of the existing clubhouse, outdoor bar/dini...","Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2022-04-12,2022-04-12,2022,Accepted,557,1,Vote,"Development Order - Spring Run Clubhouse Expansion (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Applicant requests, expansion of the existing clubhouse, outdoor bar/dini...","Development Order - Spring Run Clubhouse Expansion (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Applicant requests, expansion of the existing clubhouse, outdoor bar/dining area,. Action: Approved the Development Order (DOS2021-E009) with parking deviation",Approved the Development Order (DOS2021-E009) with parking deviation,Approved the Development Order (DOS2021-E009) with parking deviation,Approved the Development Order (DOS2021-E009) with parking deviation,,,See minutes,,DOS2021-E009,6,"9501 Spring Run Boulevard, Estero, FL","9501 Spring Run Boulevard, Estero, FL",26.395734095199,-81.797042452636,1.0,null,04122022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/04122022%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
"Spring Run Clubhouse Expansion Development Order (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Final Action Agenda/Minutes are supplemented by audio and video recordings...","Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2022-03-08,2022-03-08,2022,Accepted,349,3,Ordinance,"Spring Run Clubhouse Expansion Development Order (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Final Action Agenda/Minutes are supplemented by audio and video recordings...","Spring Run Clubhouse Expansion Development Order (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Final Action Agenda/Minutes are supplemented by audio and video recordings of the m. Action: No formal action recorded. Spring Run Clubhouse Expansion Development Order (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Final Action Agenda/Minutes are s...","No formal action recorded. Spring Run Clubhouse Expansion Development Order (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date.  The applicant requests expansion of the existing clubhouse, outdoor bar/dining area, and to add; a pool restroom, bocce ball courts and infrastructure. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Michael Hererra, P.E., Q. Grady Minor & Associates, P.A. Ryan Richards, RG Architects Mike Z","No formal action recorded. Spring Run Clubhouse Expansion Development Order (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date.  The applicant requests expansion of the existing clubhouse, outdoor bar/dining area, and to add; a pool restroom, bocce ball courts and infrastructure. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Michael Hererra, P.E., Q. Grady Minor & Associates, P.A. Ryan Richards, RG Architects Mike Z",,,,,June 8,DOS2021-E009,6,"9501 Spring Run Boulevard, Estero, FL","9501 Spring Run Boulevard, Estero, FL",26.395734095199,-81.797042452636,1.0,null,03082022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/03082022%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
"Estero Country Club Pickleball Limited Development Order (LDO2024-E041) Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June...","Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-12-10,2024-12-10,2024,Accepted,2201,2,Ordinance,"Estero Country Club Pickleball Limited Development Order (LDO2024-E041) Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June...","Estero Country Club Pickleball Limited Development Order (LDO2024-E041) Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016,. Action: No formal action recorded. Estero Country Club Pickleball Limited Development Order (LDO2024-E041) Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings...","No formal action recorded. Estero Country Club Pickleball Limited Development Order (LDO2024-E041) Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date.  9501 Vintage Trace Circle - The courts are in the southwest portion of the Vines Development and east of the clubhouse. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Tyler Bonnough, Bowman Bruce Ackerman, General Manager of Estero Country Club Public Comment None. Board Questions or Comments Board Members Wallace and Tatooles","No formal action recorded. Estero Country Club Pickleball Limited Development Order (LDO2024-E041) Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date.  9501 Vintage Trace Circle - The courts are in the southwest portion of the Vines Development and east of the clubhouse. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Tyler Bonnough, Bowman Bruce Ackerman, General Manager of Estero Country Club Public Comment None. Board Questions or Comments Board Members Wallace and Tatooles",,,,,June 8,LDO2024-E041,,9501 Vintage Trace Circle,"9501 Vintage Trace Circle, Estero, FL",26.455612966082,-81.814341298694,0.9533,null,12102024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/12102024%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Lien Removal Request on Property Located at 9870 Horne Lane Village Attorney Saunders explained that this item is to remove a lien that was in error. Council approval is required to remove the lien. Community Development Director Gibbs added furth...,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2019-01-09,2019-01-09,2019,Accepted,2252,2,Unknown,Lien Removal Request on Property Located at 9870 Horne Lane Village Attorney Saunders explained that this item is to remove a lien that was in error. Council approval is required to remove the lien. Community Development Director Gibbs added furth...,Lien Removal Request on Property Located at 9870 Horne Lane Village Attorney Saunders explained that this item is to remove a lien that was in error. Council approval is required to remove the lien. Community Development Director Gibbs added further infor. Action: Move to approve removal of lien,Move to approve removal of lien,Move to approve removal of lien,,,,Unanimous,,,,9870 Horne Lane,"9870 Horne Lane, Estero, FL",26.426140245249,-81.790456958949,1.0,null,2019-01-09 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-01-09%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-11-09,2021-11-09,2021,Accepted,1969,4,Public Comment,"Arby's #7155 - Limited Development Order (District 4) 9975 Corkscrew Road, immediately west of the 7 Eleven gas and convenience store at Corkscrew Road and Three Oaks Parkway. Interior/exterior remodel with exterior façade improvements","Arby's #7155 - Limited Development Order (District 4) 9975 Corkscrew Road, immediately west of the 7 Eleven gas and convenience store at Corkscrew Road and Three Oaks Parkway. Interior/exterior remodel with exterior façade improvements. Action: No formal action recorded. Arby's #7155 - Limited Development Order (District 4) 9975 Corkscrew Road, immediately west of the 7 Eleven gas and convenience store at Corkscrew Road and Three Oaks Parkway. Interior/exterior remodel with exterior façade im...","No formal action recorded. Arby's #7155 - Limited Development Order (District 4) 9975 Corkscrew Road, immediately west of the 7 Eleven gas and convenience store at Corkscrew Road and Three Oaks Parkway. Interior/exterior remodel with exterior façade improvements. Staff Presentation/Comments: Mary Gibbs, Community Development Director Presentation/Information by: Justin Polk, Mosaic Red Hat Group, LLC dba Arby's Public Comment: None. Board Questions or Comments: Board Members Wallace, Sheeley, Naratil, Jeannin, Chairman Levitan, and Chairman Wood","No formal action recorded. Arby's #7155 - Limited Development Order (District 4) 9975 Corkscrew Road, immediately west of the 7 Eleven gas and convenience store at Corkscrew Road and Three Oaks Parkway. Interior/exterior remodel with exterior façade improvements. Staff Presentation/Comments: Mary Gibbs, Community Development Director Presentation/Information by: Justin Polk, Mosaic Red Hat Group, LLC dba Arby's Public Comment: None. Board Questions or Comments: Board Members Wallace, Sheeley, Naratil, Jeannin, Chairman Levitan, and Chairman Wood",,,,,,,4,9975 CORKSCREW RD,9975 CORKSCREW RD,26.432064604150423,-81.78949228466479,0.98,null,11092021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/11092021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,344625E2U21282377
Corkscrew Road,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-12-14,2021-12-14,2021,Accepted,2222,1,Vote,"Arby's #7155 Exterior Renovation (Repaint Permit #20258298) (District 4) 9975 Corkscrew Road, immediately west of the 7 Eleven gas and convenience store at Corkscrew Road and Three Oaks Parkway. Exterior remodel; repainting and material changes","Arby's #7155 Exterior Renovation (Repaint Permit #20258298) (District 4) 9975 Corkscrew Road, immediately west of the 7 Eleven gas and convenience store at Corkscrew Road and Three Oaks Parkway. Exterior remodel; repainting and material changes. Action: Approved the application with the conditions of the mullions not being red, but being brown that was presented and the main body of color appearing more tan like the side of the renderings as opposed to a white building, only the coping is whi...","Approved the application with the conditions of the mullions not being red, but being brown that was presented and the main body of color appearing more tan like the side of the renderings as opposed to a white building, only the coping is white, and have the staff coordinate those changes","Approved the application with the conditions of the mullions not being red, but being brown that was presented and the main body of color appearing more tan like the side of the renderings as opposed to a white building, only the coping is white, and have the staff coordinate those changes","Approved the application with the conditions of the mullions not being red, but being brown that was presented and the main body of color appearing more tan like the side of the renderings as opposed to a white building, only the coping is white, and have the staff coordinate those changes",,,See minutes,,,4,9975 CORKSCREW RD,9975 CORKSCREW RD,26.432064604150423,-81.78949228466479,0.98,null,12142021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/12142021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,344625E2U21282377
Williams Road Improvements,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2025-11-18,2025-11-18,2025,Pending,2068,6,Public Comment,"Eco-Historic Planning Study (Districts 1, 2, 3, 4 and 6) The study area encompasses ±1,000 acres along US 41 from Estero Parkway to Hertz Headquarters, south of Williams Road","Eco-Historic Planning Study (Districts 1, 2, 3, 4 and 6) The study area encompasses ±1,000 acres along US 41 from Estero Parkway to Hertz Headquarters, south of Williams Road. Action: No formal action recorded. Eco-Historic Planning Study (Districts 1, 2, 3, 4 and 6) The study area encompasses ±1,000 acres along US 41 from Estero Parkway to Hertz Headquarters, south of Williams Road. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Carrie Read...","No formal action recorded. Eco-Historic Planning Study (Districts 1, 2, 3, 4 and 6) The study area encompasses ±1,000 acres along US 41 from Estero Parkway to Hertz Headquarters, south of Williams Road. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Carrie Read, Land Design Anie Delgado, Land Design Public Comment Ross McIntosh, Bonita Bay Terry Flanagan, Grandezza Board Questions or Comments Board Members Jeannin, Wallace, Tatooles, Williams, Paivandy, and Chairman Gargano","No formal action recorded. Eco-Historic Planning Study (Districts 1, 2, 3, 4 and 6) The study area encompasses ±1,000 acres along US 41 from Estero Parkway to Hertz Headquarters, south of Williams Road. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Carrie Read, Land Design Anie Delgado, Land Design Public Comment Ross McIntosh, Bonita Bay Terry Flanagan, Grandezza Board Questions or Comments Board Members Jeannin, Wallace, Tatooles, Williams, Paivandy, and Chairman Gargano",,,,,Estero Parkway to Hertz Headquarters,,,Avalon at Grandezza Condominium,Avalon at Grandezza Condominium,26.44124231180666,-81.76991455364423,0.85,null,11182025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/11182025%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Consideration of the Recreational Proposals for the William Road Property,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2023-03-01,2023-03-01,2023,Accepted,315,10,Public Comment,Consideration of the Recreational Proposals for the William Road Property,"Consideration of the Recreational Proposals for the William Road Property. Action: No formal action recorded. Consideration of the Recreational Proposals for the William Road Property Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by: Mike Comparato, Vieste LLC Council Questions or Comments Councilmembers Wilson, Ward, Ribble, and Mayor Errington. Public Comments In Person Susan Prock, Bella Terra Antonio Carangelo, Rapallo Richard Brown, Rapallo Clark McK...","No formal action recorded. Consideration of the Recreational Proposals for the William Road Property Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by: Mike Comparato, Vieste LLC Council Questions or Comments Councilmembers Wilson, Ward, Ribble, and Mayor Errington. Public Comments In Person Susan Prock, Bella Terra Antonio Carangelo, Rapallo Richard Brown, Rapallo Clark McKenzie, Estero eComment Sally Summers, Fountain Lakes","No formal action recorded. Consideration of the Recreational Proposals for the William Road Property Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by: Mike Comparato, Vieste LLC Council Questions or Comments Councilmembers Wilson, Ward, Ribble, and Mayor Errington. Public Comments In Person Susan Prock, Bella Terra Antonio Carangelo, Rapallo Richard Brown, Rapallo Clark McKenzie, Estero eComment Sally Summers, Fountain Lakes",,,,,,,,Bella Terra Subdivision,Bella Terra Subdivision,26.433015857266223,-81.73086266056815,0.85,TD/CS,03012023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/03012023%20minutes.pdf,AgendaItemLocation,1,true,
"Bonita Springs Projects - Pelican Landing I Raptor Bay Brief introduction provided by Community Development Director Mary Gibbs. Presentation by: Vicki Olson, The Colony resident, Coconut Road/West Neighborhood Coalition, provided a summary of the...","Meetings, Records & Public Input",8,Village Council,Special Meeting,Village Council,2016-01-13,2016-01-13,2016,Accepted,71,1,Unknown,"Bonita Springs Projects - Pelican Landing I Raptor Bay Brief introduction provided by Community Development Director Mary Gibbs. Presentation by: Vicki Olson, The Colony resident, Coconut Road/West Neighborhood Coalition, provided a summary of the...","Bonita Springs Projects - Pelican Landing I Raptor Bay Brief introduction provided by Community Development Director Mary Gibbs. Presentation by: Vicki Olson, The Colony resident, Coconut Road/West Neighborhood Coalition, provided a summary of the issues . Action: Directed Village Land Use Attorney Nancy Stroud to investigate the merits",Directed Village Land Use Attorney Nancy Stroud to investigate the merits,Directed Village Land Use Attorney Nancy Stroud to investigate the merits,,,,Unanimous,,,,Casta Del Sol at Pelican Landing Condominium,Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,0.85,DA/MI,01132016 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/01132016%20minutes.pdf,AgendaItemLocation,1,true,
Coconut Road I Raptor Bay,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2016-02-10,2016-02-10,2016,Accepted,216,15,Resolution,Coconut Road I Raptor Bay,"Coconut Road I Raptor Bay. Action: No formal action recorded. Coconut Road I Raptor Bay Village Manager Sarkozy explained that staff was asked to research a resolution for Council consideration that would allow the Village of Estero to make comments at zoning hearings before the Bonita Springs Council regarding the Pelican Landing development proposal. A resolution was prepared by Village Land Use Counsel Nancy Stroud. Questions or Comments by: Councilmembers Ribble, Boesch, Vice Mayor Levita...","No formal action recorded. Coconut Road I Raptor Bay Village Manager Sarkozy explained that staff was asked to research a resolution for Council consideration that would allow the Village of Estero to make comments at zoning hearings before the Bonita Springs Council regarding the Pelican Landing development proposal. A resolution was prepared by Village Land Use Counsel Nancy Stroud. Questions or Comments by: Councilmembers Ribble, Boesch, Vice Mayor Levitan, and Mayor Batos. Discussion included the Bonita Springs Council meeting regarding Raptor Bay/Weeks Fish Camp; Dan Trescott's high hazard area study; multi- jurisdictional DRis; the Village Charter ""glitch"" bill; and commitment to work with the Bonita Springs Council in resolving the issue. Vice Mayor Levitan suggested revisions to the resolution","No formal action recorded. Coconut Road I Raptor Bay Village Manager Sarkozy explained that staff was asked to research a resolution for Council consideration that would allow the Village of Estero to make comments at zoning hearings before the Bonita Springs Council regarding the Pelican Landing development proposal. A resolution was prepared by Village Land Use Counsel Nancy Stroud. Questions or Comments by: Councilmembers Ribble, Boesch, Vice Mayor Levitan, and Mayor Batos. Discussion included the Bonita Springs Council meeting regarding Raptor Bay/Weeks Fish Camp; Dan Trescott's high hazard area study; multi- jurisdictional DRis; the Village Charter ""glitch"" bill; and commitment to work with the Bonita Springs Council in resolving the issue. Vice Mayor Levitan suggested revisions to the resolution",,,,,,,,Casta Del Sol at Pelican Landing Condominium,Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,0.85,DA/MI,021016 Council Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/021016%20Council%20Regular%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Coconut Road Study - Bonita Springs Raptor Bay Rezoning,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2020-07-08,2020-07-08,2020,Accepted,1180,7,Vote,Coconut Road Study - Bonita Springs Raptor Bay Rezoning,Coconut Road Study - Bonita Springs Raptor Bay Rezoning. Action: Approved the appointment of Mayor Ribble as the liaison to Bonita Springs on the Pelican Landing Raptor Bay Rezoning,Approved the appointment of Mayor Ribble as the liaison to Bonita Springs on the Pelican Landing Raptor Bay Rezoning,Approved the appointment of Mayor Ribble as the liaison to Bonita Springs on the Pelican Landing Raptor Bay Rezoning,Approved the appointment of Mayor Ribble as the liaison to Bonita Springs on the Pelican Landing Raptor Bay Rezoning,,,Detected,,,,Casta Del Sol at Pelican Landing Condominium,Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,0.85,TD/SS,07082020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/07082020%20Council%20Meeting%20Minutes.pdf,AgendaItemLocation,1,true,
"Raptor Bay Update Community Development Director Gibbs spoke to the question raised at a recent Council meeting whether the Pelican Landing DRI was subject to jurisdiction of the Village. A memorandum from Nancy Stroud, Land Use Counsel, indicated...","Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2016-03-16,2016-03-16,2016,Accepted,388,6,Unknown,"Raptor Bay Update Community Development Director Gibbs spoke to the question raised at a recent Council meeting whether the Pelican Landing DRI was subject to jurisdiction of the Village. A memorandum from Nancy Stroud, Land Use Counsel, indicated...","Raptor Bay Update Community Development Director Gibbs spoke to the question raised at a recent Council meeting whether the Pelican Landing DRI was subject to jurisdiction of the Village. A memorandum from Nancy Stroud, Land Use Counsel, indicated that th. Action: Directed staff to prepare a letter for builder WCI, to inform them that they need to come before Estero' s Planning and Zoning Board, as Estero has jurisdiction with their DRI","Directed staff to prepare a letter for builder WCI, to inform them that they need to come before Estero' s Planning and Zoning Board, as Estero has jurisdiction with their DRI","Directed staff to prepare a letter for builder WCI, to inform them that they need to come before Estero' s Planning and Zoning Board, as Estero has jurisdiction with their DRI",,,,Unanimous,Nancy Stroud,,,Casta Del Sol at Pelican Landing Condominium,Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,0.85,,031616 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/031616%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
"Section 1 to read ""The Village Council authorizes the Village Manager to coordinate the provision of expert testimony from Village staff and consultants as appropriate and necessary to the City of Bonita Springs zoning hearings related to the Peli...","Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2016-02-10,2016-02-10,2016,Accepted,218,17,Resolution,"Section 1 to read ""The Village Council authorizes the Village Manager to coordinate the provision of expert testimony from Village staff and consultants as appropriate and necessary to the City of Bonita Springs zoning hearings related to the Peli...","Section 1 to read ""The Village Council authorizes the Village Manager to coordinate the provision of expert testimony from Village staff and consultants as appropriate and necessary to the City of Bonita Springs zoning hearings related to the Pelican Land. Action: No formal action recorded. Section 1 to read ""The Village Council authorizes the Village Manager to coordinate the provision of expert testimony from Village staff and consultants as appropriate and necessary to the City of Bonita S...","No formal action recorded. Section 1 to read ""The Village Council authorizes the Village Manager to coordinate the provision of expert testimony from Village staff and consultants as appropriate and necessary to the City of Bonita Springs zoning hearings related to the Pelican Landing/Raptor Bay development proposals and to continue to explore the merits of jurisdictional and procedural legal challenges to these matters as authorized by Village Council prior resolution on the matter at Council meeting of January 13, 2016. The expert testimony shall be provided to the hearings held before the City Zoning Board for Land Use Hearings and before the City Council."" Attorney Derek Rooney offered additional revisions to the resolution","No formal action recorded. Section 1 to read ""The Village Council authorizes the Village Manager to coordinate the provision of expert testimony from Village staff and consultants as appropriate and necessary to the City of Bonita Springs zoning hearings related to the Pelican Landing/Raptor Bay development proposals and to continue to explore the merits of jurisdictional and procedural legal challenges to these matters as authorized by Village Council prior resolution on the matter at Council meeting of January 13, 2016. The expert testimony shall be provided to the hearings held before the City Zoning Board for Land Use Hearings and before the City Council."" Attorney Derek Rooney offered additional revisions to the resolution","No formal action recorded. Section 1 to read ""The Village Council authorizes the Village Manager to coordinate the provision of expert testimony from Village staff and consultants as appropriate and necessary to the City of Bonita Springs zoning hearings related to the Pelican Landing/Raptor Bay development proposals and to continue to explore the merits of jurisdictional and procedural legal challenges to these matters as authorized by Village Council prior resolution on the matter at Council meeting of January 13, 2016. The expert testimony shall be provided to the hearings held before the City Zoning Board for Land Use Hearings and before the City Council."" Attorney Derek Rooney offered additional revisions to the resolution",,,Detected,,,,Casta Del Sol at Pelican Landing Condominium,Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,0.85,DA/MI,021016 Council Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/021016%20Council%20Regular%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Coconut Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2016-11-02,2016-11-02,2016,Accepted,1898,4,Vote,Coconut Road,Coconut Road. Action: Approved encouraging Bonita Springs City Council to maintain Coconut,Approved encouraging Bonita Springs City Council to maintain Coconut,Approved encouraging Bonita Springs City Council to maintain Coconut,Approved encouraging Bonita Springs City Council to maintain Coconut,,,Unanimous,,,,Coconut Road,"Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,0.9,,110216 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/110216%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
The Brooks Commons Club - Pickleball Expansion (Amendment to LDO2022-E051) (District 6) The Commons Club is located at 9920 Coconut Road. The courts are west of the club along Coconut Road. Applicant is seeking to revise the original plan presente...,"Meetings, Records & Public Input",8,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-05-14,2024-05-14,2024,Accepted,762,4,Vote,The Brooks Commons Club - Pickleball Expansion (Amendment to LDO2022-E051) (District 6) The Commons Club is located at 9920 Coconut Road. The courts are west of the club along Coconut Road. Applicant is seeking to revise the original plan presente...,The Brooks Commons Club - Pickleball Expansion (Amendment to LDO2022-E051) (District 6) The Commons Club is located at 9920 Coconut Road. The courts are west of the club along Coconut Road. Applicant is seeking to revise the original plan presented to the. Action: Approved the Limited Development Order Amendment with staff stipulations,Approved the Limited Development Order Amendment with staff stipulations,Approved the Limited Development Order Amendment with staff stipulations,Approved the Limited Development Order Amendment with staff stipulations,,,See minutes,,LDO2022-E051,6,"Commons Club at The Brooks, Estero, FL","Commons Club at The Brooks, Estero, FL",26.3974648,-81.7889557,1.0,null,05142024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/05142024%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Update on Development Projects in Estero,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2024-01-24,2024-01-24,2024,Accepted,137,13,Public Comment,Update on Development Projects in Estero,"Update on Development Projects in Estero. Action: No formal action recorded. Update on Development Projects in Estero Staff Presentation/Comments Steve Sarkozy, Village Manager Mary Gibbs, Community Development Director  Council Questions or Comments Councilmembers Fayhee, Zalucki, Fiesel, Vice Mayor Ribble, and Mayor McLain. Public Comments Ecomments Walter Ambrose, Copperleaf Brian Oboyle, Grandezza","No formal action recorded. Update on Development Projects in Estero Staff Presentation/Comments Steve Sarkozy, Village Manager Mary Gibbs, Community Development Director  Council Questions or Comments Councilmembers Fayhee, Zalucki, Fiesel, Vice Mayor Ribble, and Mayor McLain. Public Comments Ecomments Walter Ambrose, Copperleaf Brian Oboyle, Grandezza","No formal action recorded. Update on Development Projects in Estero Staff Presentation/Comments Steve Sarkozy, Village Manager Mary Gibbs, Community Development Director  Council Questions or Comments Councilmembers Fayhee, Zalucki, Fiesel, Vice Mayor Ribble, and Mayor McLain. Public Comments Ecomments Walter Ambrose, Copperleaf Brian Oboyle, Grandezza",,,,,,,,Copperleaf at The Brooks Subdivision,Copperleaf at The Brooks Subdivision,26.403150903589538,-81.77854759318382,0.85,TD/CS,01242024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/01242024%20minutes.pdf,AgendaItemLocation,1,true,
